,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2104,2,2,0,1,1,1,0,0,4,4,1,3,1,0,0,1,0,3,0,9,0
2105,3,5,0,1,0,1,0,0,5,4,1,1,1,0,0,1,0,5,0,9,0
2106,3,9,0,5,0,0,0,0,5,2,1,4,1,0,0,1,0,5,0,9,0
2107,3,6,0,2,0,0,0,0,2,1,1,1,1,0,0,0,0,3,1,8,0
2108,3,1,0,1,0,0,0,0,0,3,1,12,1,0,0,0,1,2,1,5,0
2109,3,0,0,3,0,1,0,1,0,2,1,5,1,0,0,1,0,5,0,7,0
2110,2,2,1,1,1,0,2,0,4,3,2,1,1,0,0,1,0,3,0,9,0
2111,5,8,0,3,0,0,0,0,1,2,1,2,1,0,0,0,1,4,1,4,1
2112,2,5,0,2,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,5,0
2113,4,2,0,2,0,0,0,0,5,3,1,2,1,0,0,0,1,7,1,4,1
2114,3,2,0,2,0,0,0,0,0,2,1,2,1,0,0,0,1,2,1,5,0
2115,3,9,0,2,0,0,0,1,1,0,1,2,1,0,0,1,0,4,0,9,0
2116,2,2,0,2,0,1,0,0,2,1,1,3,1,0,0,0,0,3,1,8,0
2117,3,10,1,2,0,0,0,0,6,4,1,1,0,1,2,0,0,6,1,2,1
2118,5,0,0,5,1,0,0,0,4,0,1,4,1,0,0,1,0,3,0,9,0
2119,3,5,1,3,0,0,0,0,4,3,1,1,1,0,0,1,0,3,0,9,0
2120,4,1,0,5,1,0,0,0,5,3,1,1,1,0,0,1,0,5,0,9,0
2121,4,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,5,0
2122,3,2,1,2,0,1,2,0,2,1,1,2,0,6,2,0,0,1,1,1,0
2123,4,0,0,0,1,1,0,1,1,0,1,3,1,0,0,1,0,4,0,9,0
2124,3,4,1,5,0,0,0,1,0,0,2,2,1,0,0,1,0,5,0,7,0
2125,4,5,0,3,0,1,0,1,4,1,1,5,1,0,0,1,0,3,0,9,0
2126,3,2,0,2,0,1,0,0,5,2,1,1,1,0,0,1,0,5,0,9,0
2127,3,2,1,2,0,1,0,1,4,1,1,3,1,0,0,1,0,3,0,9,0
2128,5,4,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,3,1,8,0
2129,3,0,1,4,1,2,1,0,4,4,1,4,1,0,0,1,0,3,0,9,0
2130,2,2,1,2,0,0,0,0,8,0,1,1,1,1,1,0,0,2,1,5,0
2131,4,2,0,1,0,0,0,0,4,4,1,6,1,0,0,1,0,3,0,9,0
2132,2,2,1,2,0,1,0,0,5,4,1,4,1,0,0,1,0,5,0,9,0
2133,4,6,0,2,0,1,0,0,2,2,1,1,1,0,0,0,0,3,1,8,0
2134,2,2,1,2,0,1,0,0,7,0,1,2,1,1,1,0,1,9,1,2,0
2135,4,2,0,2,0,0,0,0,5,4,1,3,1,0,0,1,0,5,0,9,0
2136,3,0,0,0,1,1,0,1,0,4,2,4,1,0,0,1,0,5,0,7,1
2137,2,4,1,2,0,0,2,0,4,3,1,8,1,0,0,1,0,3,0,9,0
2138,3,2,1,2,0,1,0,0,1,1,1,1,0,1,2,0,0,4,1,1,1
2139,5,8,0,1,0,0,2,0,5,4,1,1,0,2,2,0,1,7,1,4,0
2140,3,5,1,2,0,0,0,0,1,0,1,2,1,0,0,0,1,4,1,4,1
2141,3,5,0,2,0,1,2,0,5,3,1,1,1,0,0,1,0,5,0,9,0
2142,3,1,0,3,0,1,0,0,7,2,1,1,1,3,1,0,0,1,1,1,0
2143,4,5,0,2,0,1,0,1,0,2,1,3,1,0,0,1,0,5,0,7,0
2144,3,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,1,2,1,5,0
2145,5,4,0,2,0,1,0,0,2,1,3,1,1,0,0,0,1,7,1,2,0
2146,3,2,0,3,1,0,0,0,2,1,1,1,1,0,0,0,0,3,1,8,0
2147,4,9,0,1,0,1,0,0,1,4,1,1,1,0,0,0,1,4,1,4,0
2148,3,5,0,4,0,1,0,0,8,4,1,3,1,0,0,0,0,2,1,5,0
2149,5,2,1,4,0,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
2150,5,9,0,5,1,1,2,1,0,4,1,1,1,0,0,1,0,5,0,7,0
2151,4,2,0,2,1,1,2,1,0,2,1,1,1,0,0,1,0,5,0,7,0
2152,4,0,1,0,0,0,2,0,2,4,1,1,1,0,0,0,0,3,1,8,0
2153,3,5,0,3,0,1,0,1,7,3,1,1,1,0,0,0,0,4,0,8,1
2154,3,4,0,2,0,0,0,0,1,0,1,2,1,0,0,0,1,4,1,4,0
2155,4,2,0,2,0,0,0,0,5,1,1,7,1,0,0,1,0,5,0,9,0
2156,5,5,2,1,0,0,0,0,2,2,1,1,1,0,0,0,0,3,1,8,0
2157,2,2,0,2,0,1,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
2158,3,0,1,1,0,1,0,0,0,0,1,2,1,0,0,0,1,2,1,5,0
2159,3,0,0,5,1,0,0,1,0,0,1,4,1,0,0,1,0,5,0,7,0
2160,6,8,1,2,0,0,2,0,0,2,1,1,1,0,0,0,1,2,1,5,0
2161,3,5,1,3,0,0,0,0,5,3,1,4,1,0,0,1,0,5,0,9,0
2162,3,2,1,1,0,0,0,0,5,0,1,1,0,2,2,0,1,7,1,4,1
2163,3,7,1,2,0,1,0,1,0,0,1,3,1,0,0,1,0,5,0,7,0
2164,5,10,0,0,0,0,2,0,2,0,1,2,1,0,0,0,0,3,1,8,0
2165,3,2,0,1,0,0,0,0,2,2,1,1,1,0,0,0,0,3,1,8,0
2166,3,2,1,1,0,1,2,1,0,0,1,2,1,0,0,1,0,5,0,7,0
2167,3,5,0,2,0,0,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
2168,3,0,0,4,0,0,0,0,0,4,1,1,1,0,0,0,1,2,1,5,0
2169,2,7,1,1,0,1,0,0,7,4,1,1,1,0,0,0,0,1,1,1,1
2170,4,0,0,0,1,0,0,0,8,2,1,3,1,0,0,0,0,2,1,5,0
2171,3,2,0,1,0,1,0,1,1,3,3,4,1,0,0,1,0,4,0,9,1
2172,3,2,1,3,0,1,0,0,5,4,1,1,1,0,0,1,0,5,0,9,0
2173,3,5,0,2,0,0,0,1,0,4,1,2,1,0,0,1,0,5,0,7,0
2174,3,0,0,0,0,0,0,0,4,3,1,1,1,0,0,1,0,3,0,9,0
2175,4,5,2,3,0,0,0,0,4,2,1,2,1,0,0,1,0,3,0,9,0
2176,4,2,2,1,0,1,0,1,0,4,1,3,1,0,0,1,0,5,0,7,0
2177,3,5,0,3,0,0,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
2178,5,5,0,3,0,0,0,0,0,2,1,2,1,0,0,0,1,2,1,5,0
2179,2,1,1,2,0,1,0,1,0,0,1,5,1,0,0,1,0,5,0,7,0
2180,3,2,2,2,0,1,0,0,5,3,1,1,1,0,0,1,0,5,0,9,0
2181,4,2,2,3,0,0,2,0,5,0,1,4,1,0,0,1,0,5,0,9,0
2182,4,5,0,2,1,2,1,0,0,4,1,1,1,1,1,0,1,2,1,5,1
2183,2,2,1,0,0,0,2,0,4,4,1,2,1,0,0,1,0,3,0,9,0
2184,4,6,0,2,0,1,0,1,0,0,1,6,1,0,0,1,0,5,0,7,0
2185,5,8,0,5,1,0,0,0,4,1,1,1,1,0,0,1,0,3,0,9,0
2186,2,0,0,0,0,1,2,1,0,2,1,1,1,0,0,1,0,5,0,7,0
2187,5,2,2,1,0,0,0,0,5,4,1,2,0,3,2,0,0,5,1,1,1
2188,5,4,0,2,0,1,0,0,7,3,1,3,1,0,0,0,0,1,1,1,0
2189,5,6,2,2,0,1,0,0,2,1,1,3,1,0,0,0,0,3,1,8,0
2190,5,10,2,1,1,0,0,0,2,0,1,1,1,1,1,0,0,3,1,8,0
2191,4,5,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,3,1,8,0
2192,4,6,0,2,0,1,0,0,4,2,1,4,1,0,0,1,0,3,0,9,0
2193,3,2,1,2,0,1,0,0,5,2,1,4,1,0,0,1,0,5,0,9,0
2194,2,7,1,3,0,1,0,1,2,0,1,2,1,0,0,0,0,3,1,8,0
2195,3,2,1,2,0,1,2,0,5,3,1,1,1,0,0,1,0,5,0,9,0
2196,3,2,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,2,1,5,0
2197,3,2,2,2,0,0,0,0,5,2,1,4,1,0,0,1,0,5,0,9,0
2198,4,3,2,5,0,1,0,0,4,0,1,2,1,0,0,1,0,3,0,9,0
2199,3,5,1,2,0,1,0,0,0,0,2,1,1,0,0,0,1,2,1,5,0
2200,3,9,2,2,0,1,0,0,2,1,1,2,1,0,0,0,0,1,1,1,1
2201,3,4,0,2,0,0,0,0,2,0,1,2,1,0,0,0,0,3,1,8,0
2202,2,5,0,2,0,1,0,0,4,3,1,23,1,0,0,1,0,3,0,9,0
2203,3,2,1,2,0,0,0,0,5,2,1,12,1,0,0,1,0,5,0,9,0
2204,5,6,0,2,0,0,0,0,8,3,1,1,1,0,0,0,0,2,1,5,0
2205,4,0,0,0,0,0,2,0,4,4,1,2,1,0,0,1,0,3,0,9,0
2206,3,2,0,2,0,1,0,1,0,1,1,5,1,0,0,1,0,5,0,7,0
2207,3,2,1,2,1,0,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
2208,5,8,0,3,0,0,0,0,2,3,1,6,1,0,0,0,0,1,1,1,0
2209,2,2,0,2,0,0,0,0,5,0,1,2,1,0,0,1,0,5,0,9,0
2210,3,3,0,6,1,0,0,0,4,2,1,3,1,0,0,1,0,3,0,9,0
2211,4,0,0,0,0,0,0,0,0,4,1,1,0,3,2,0,0,4,1,2,1
2212,3,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,1,2,1,5,0
2213,4,2,0,2,0,0,0,0,3,0,1,1,1,2,1,0,1,8,1,2,0
2214,4,0,0,4,0,0,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
2215,3,2,1,1,0,1,0,0,4,1,1,2,1,0,0,1,0,3,0,9,0
2216,2,1,1,6,0,0,0,0,0,4,1,9,1,1,1,0,1,2,1,5,0
2217,5,1,0,6,0,0,0,0,1,4,2,3,1,0,0,0,1,4,1,4,1
2218,5,2,0,2,0,0,0,1,7,2,1,1,1,0,0,0,0,1,1,1,0
2219,3,1,0,1,0,1,2,0,8,0,1,2,1,0,0,0,0,2,1,5,0
2220,3,10,0,2,0,1,0,0,5,1,1,3,1,0,0,1,0,5,0,9,0
2221,5,0,0,5,0,1,0,0,2,2,2,1,1,0,0,0,0,3,1,8,0
2222,5,2,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
2223,3,9,0,2,0,0,2,0,5,1,1,1,1,0,0,1,0,5,0,9,0
2224,3,1,1,4,0,2,1,1,1,3,1,3,1,0,0,1,0,4,0,9,0
2225,4,10,0,0,0,0,0,1,0,3,1,2,1,0,0,1,0,5,0,7,0
2226,4,9,0,5,1,1,0,1,1,3,1,2,1,0,0,1,0,4,0,9,0
2227,4,0,0,1,1,1,0,0,5,3,1,3,1,0,0,1,0,5,0,9,0
2228,4,0,0,6,1,1,0,0,8,0,1,1,1,1,1,0,0,2,1,5,0
2229,6,11,0,6,0,0,2,0,5,3,1,1,1,0,0,0,1,7,1,4,0
2230,3,4,0,2,0,0,0,1,4,3,1,10,1,0,0,1,0,3,0,9,0
2231,3,5,0,3,0,1,0,0,4,3,9,1,1,0,0,1,0,3,0,9,1
2232,2,2,1,1,1,1,0,0,4,2,3,2,1,0,0,1,0,3,0,9,1
2233,3,5,0,3,0,0,2,0,2,1,1,3,1,0,0,0,0,3,1,8,0
2234,3,2,1,2,0,1,2,0,0,2,2,1,1,1,1,0,1,2,1,5,0
2235,5,0,0,0,1,2,1,1,4,3,1,1,1,0,0,1,0,3,0,9,0
2236,6,5,2,3,1,0,0,1,0,1,1,6,1,0,0,1,0,5,0,7,0
2237,5,5,2,3,0,1,0,0,5,2,1,2,1,0,0,1,0,5,0,9,0
2238,3,2,1,1,0,1,0,0,4,1,1,1,1,0,0,1,0,3,0,9,0
2239,4,2,0,4,0,1,2,0,4,0,1,2,1,0,0,1,0,3,0,9,0
2240,3,1,1,3,1,0,0,0,0,3,1,1,1,1,1,0,1,2,1,5,0
2241,3,0,0,4,1,1,0,1,0,3,1,1,1,0,0,1,0,5,0,7,0
2242,3,6,0,1,0,0,0,0,4,4,2,3,1,0,0,1,0,3,0,9,1
2243,3,0,2,1,0,0,0,0,0,1,2,1,1,1,1,0,1,2,1,5,1
2244,2,7,1,2,0,0,0,1,0,2,1,1,1,0,0,1,0,5,0,7,0
2245,3,0,0,4,0,0,0,1,0,2,1,1,1,0,0,1,0,5,0,7,0
2246,5,5,0,2,0,1,0,0,4,0,1,1,1,0,0,1,0,3,0,9,0
2247,5,6,0,2,0,0,0,0,2,4,1,2,1,0,0,0,0,3,1,8,0
2248,2,0,0,5,0,0,0,0,0,3,1,2,1,0,0,0,1,2,1,5,0
2249,5,9,0,2,0,1,0,0,4,1,1,1,1,0,0,1,0,3,0,9,0
2250,3,0,0,0,0,2,1,0,0,1,1,5,1,0,0,0,1,2,1,5,0
2251,5,5,0,4,1,1,0,1,0,3,1,16,1,0,0,1,0,5,0,7,0
2252,4,9,0,3,0,1,0,1,0,3,2,1,1,0,0,1,0,5,0,7,0
2253,3,6,0,1,0,1,2,0,2,2,1,2,1,0,0,0,0,3,1,8,0
2254,3,10,0,0,0,0,0,0,0,3,1,4,1,0,0,0,1,2,1,5,0
2255,2,4,1,2,0,1,0,1,0,1,1,2,1,0,0,1,0,5,0,7,0
2256,4,0,0,0,1,0,2,1,0,1,1,1,1,0,0,1,0,5,0,7,0
2257,3,0,0,4,1,1,0,1,1,0,2,1,1,0,0,1,0,4,0,9,0
2258,2,2,1,2,0,1,0,1,1,3,1,2,1,0,0,0,1,4,1,4,0
2259,5,0,0,6,1,0,0,0,4,0,1,2,1,0,0,1,0,3,0,9,0
2260,2,5,1,3,1,0,0,0,2,3,1,1,1,0,0,0,0,3,1,8,0
2261,3,9,0,5,0,1,0,0,5,3,1,1,1,0,0,1,0,5,0,9,0
2262,4,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,0
2263,2,1,1,2,0,0,0,0,6,2,1,1,0,1,2,0,0,6,1,2,1
2264,5,10,0,0,0,0,0,0,7,4,1,1,1,0,0,0,1,9,1,2,0
2265,3,1,0,1,0,1,0,0,5,1,1,1,1,0,0,1,0,5,0,9,0
2266,5,2,0,3,0,0,0,0,5,1,1,4,1,0,0,1,0,5,0,9,0
2267,3,10,0,2,1,0,0,0,2,2,1,1,1,1,1,0,0,3,1,8,0
2268,4,5,2,3,0,1,0,1,0,3,2,1,1,0,0,1,0,5,0,7,0
2269,4,0,2,5,0,0,0,1,1,1,1,1,1,0,0,1,0,4,0,9,0
2270,2,2,0,1,0,1,2,0,2,1,1,1,1,1,1,0,1,7,1,2,0
2271,5,5,0,3,0,0,2,0,5,1,1,3,1,0,0,1,0,5,0,9,0
2272,4,2,0,2,0,1,0,0,5,1,1,2,0,1,2,0,1,7,1,4,0
2273,3,0,0,0,1,1,0,0,2,1,1,3,1,0,0,0,0,3,1,8,0
2274,4,1,0,2,0,2,1,0,1,4,1,1,1,1,1,0,1,4,1,4,0
2275,4,2,0,2,0,1,0,0,2,0,1,2,1,0,0,0,0,3,1,8,0
2276,2,2,1,4,0,0,0,1,0,0,1,4,1,0,0,0,1,2,1,5,0
2277,2,6,0,2,0,1,0,1,1,1,2,2,1,0,0,1,0,4,0,9,1
2278,4,9,0,2,0,0,0,0,5,2,1,2,1,0,0,0,1,7,1,4,1
2279,3,1,0,1,0,0,0,0,4,2,1,6,1,0,0,1,0,3,0,9,0
2280,5,0,2,5,1,0,2,0,0,2,1,1,1,1,1,0,1,2,1,5,0
2281,3,0,0,0,0,0,0,1,0,2,2,1,1,0,0,1,0,5,0,7,0
2282,2,2,1,2,0,1,0,1,5,4,1,3,1,0,0,0,1,7,1,4,0
2283,3,5,1,3,0,0,0,0,5,4,1,1,1,0,0,1,0,5,0,9,0
2284,3,2,0,1,1,0,0,0,4,0,1,1,1,0,0,1,0,3,0,9,0
2285,5,6,0,2,0,1,0,0,3,3,2,4,1,3,1,0,0,5,1,1,0
2286,2,0,1,0,0,1,0,0,4,0,1,1,1,0,0,1,0,3,0,9,0
2287,4,11,0,5,1,1,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
2288,3,0,0,5,1,1,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
2289,3,5,0,3,0,0,0,0,2,1,1,2,1,0,0,0,0,3,1,8,0
2290,5,0,0,5,0,0,2,1,2,4,1,3,1,0,0,0,0,3,1,8,0
2291,2,7,1,1,0,0,0,0,4,4,1,1,1,1,1,0,1,6,1,4,0
2292,5,3,2,2,0,0,0,1,0,2,1,1,1,1,1,0,1,2,1,5,0
2293,3,7,1,1,1,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
2294,5,6,0,2,0,0,0,0,9,3,2,3,0,1,2,0,1,6,1,2,0
2295,3,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,2,1,5,0
2296,4,0,0,5,0,1,0,0,2,4,1,1,1,1,1,0,0,3,1,8,0
2297,2,5,1,3,0,0,0,1,1,1,2,1,1,0,0,1,0,4,0,9,0
2298,3,2,0,1,0,1,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
2299,3,6,1,2,0,0,2,0,8,1,3,1,1,0,0,0,0,2,1,5,1
2300,3,4,0,5,1,1,0,1,1,3,1,1,1,0,0,1,0,4,0,9,0
2301,3,7,1,2,0,0,0,1,1,1,1,12,1,0,0,1,0,4,0,9,0
2302,3,2,0,1,1,1,0,0,4,2,1,3,1,0,0,1,0,3,0,9,0
2303,3,5,1,2,0,0,0,0,2,2,3,1,1,0,0,0,0,3,1,8,1
2304,3,0,0,0,0,1,0,1,1,0,2,3,1,0,0,1,0,4,0,9,1
2305,3,7,1,1,0,1,0,0,5,4,2,3,1,1,1,0,0,5,1,1,1
2306,3,1,0,1,0,0,0,1,0,1,2,2,1,0,0,0,1,2,1,5,1
2307,4,0,0,0,0,1,0,0,0,3,2,3,1,0,0,0,1,2,1,5,0
2308,3,2,1,2,0,0,0,0,4,2,2,8,1,0,0,1,0,3,0,9,0
2309,4,0,0,0,1,1,0,1,1,3,1,4,1,0,0,1,0,4,0,9,0
2310,5,8,0,2,1,1,0,0,2,1,1,1,1,1,1,0,0,3,1,8,0
2311,4,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,2,1,5,0
2312,6,9,0,5,0,1,0,0,1,2,1,2,1,0,0,0,1,4,1,4,0
2313,4,1,2,1,0,1,0,0,4,2,1,2,1,0,0,1,0,3,0,9,0
2314,4,0,0,3,0,1,2,0,2,2,1,1,1,1,1,0,0,3,1,8,0
2315,3,2,0,2,0,1,0,0,4,0,1,1,1,0,0,1,0,3,0,9,0
2316,6,8,2,1,0,1,0,0,4,1,1,1,1,1,1,0,0,4,1,1,0
2317,4,1,1,1,0,1,0,1,1,2,1,1,1,0,0,0,0,4,1,1,0
2318,3,2,0,1,0,0,2,1,1,2,1,1,1,0,0,1,0,4,0,9,0
2319,5,6,0,2,1,1,0,0,5,1,1,2,1,0,0,1,0,5,0,9,0
2320,2,0,1,4,0,1,0,1,1,1,1,2,1,0,0,1,0,4,0,9,0
2321,3,10,0,2,0,0,0,1,1,3,1,1,1,0,0,1,0,4,0,9,0
2322,4,1,0,4,0,2,1,1,1,1,1,10,1,0,0,1,0,4,0,9,0
2323,3,5,1,3,0,0,0,0,2,3,1,2,1,1,1,0,1,7,1,2,1
2324,4,9,0,2,0,1,0,0,2,2,1,4,1,1,1,0,0,3,1,8,0
2325,3,2,1,2,0,1,0,0,7,1,1,1,1,1,1,0,1,9,1,2,0
2326,4,2,1,2,0,1,2,0,0,2,1,1,1,0,0,0,1,2,1,5,0
2327,3,4,0,2,0,0,0,0,4,2,1,3,1,0,0,1,0,3,0,9,0
2328,2,2,1,1,0,0,0,0,4,1,1,4,1,0,0,1,0,3,0,9,0
2329,5,5,0,2,0,0,0,0,5,2,1,5,1,0,0,1,0,5,0,9,0
2330,3,2,1,2,0,1,0,0,4,3,1,6,1,0,0,1,0,3,0,9,0
2331,3,5,1,3,0,1,0,1,4,3,1,1,1,0,0,1,0,3,0,9,0
2332,5,0,0,5,1,0,0,0,4,2,2,3,1,0,0,1,0,3,0,9,0
2333,4,0,0,5,0,1,0,1,1,4,1,4,1,0,0,1,0,4,0,9,0
2334,3,0,1,2,0,1,0,0,4,0,1,3,1,0,0,1,0,3,0,9,0
2335,4,2,1,6,0,0,2,1,0,2,3,3,1,0,0,1,0,5,0,7,1
2336,2,0,0,5,0,1,0,0,0,0,1,2,1,0,0,0,1,2,1,5,0
2337,5,0,0,5,0,0,0,1,4,3,1,6,1,0,0,1,0,3,0,9,0
2338,3,4,0,2,0,1,0,1,0,4,1,5,1,0,0,1,0,5,0,7,0
2339,4,5,1,6,0,1,0,1,0,4,1,4,1,0,0,1,0,5,0,7,0
2340,4,6,0,2,1,1,0,1,0,2,1,2,1,0,0,1,0,5,0,7,0
2341,4,0,2,4,0,1,0,0,2,1,1,1,1,0,0,0,0,3,1,8,0
2342,4,0,0,0,1,0,0,1,0,2,1,4,1,0,0,1,0,5,0,7,0
2343,5,1,0,2,0,1,0,1,1,2,1,1,1,0,0,1,0,4,0,9,0
2344,2,0,0,0,0,1,0,0,0,1,1,2,1,2,1,0,1,2,1,5,0
2345,4,2,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,2,1,5,0
2346,4,5,0,2,0,0,0,0,5,2,1,4,1,0,0,1,0,5,0,9,0
2347,2,9,0,5,0,0,0,0,4,2,1,2,1,0,0,1,0,3,0,9,0
2348,3,0,0,4,0,0,0,0,0,4,1,1,1,1,1,0,1,2,1,5,0
2349,2,1,1,1,0,1,0,1,0,2,1,2,1,0,0,1,0,5,0,7,0
2350,3,4,1,2,0,1,0,1,0,0,1,1,1,0,0,1,0,5,0,7,0
2351,3,4,1,6,0,1,0,0,4,4,2,8,1,0,0,1,0,3,0,9,0
2352,3,0,0,5,1,1,0,1,0,2,1,2,1,0,0,1,0,5,0,7,0
2353,3,2,2,2,0,0,0,0,4,3,2,1,1,0,0,1,0,3,0,9,0
2354,2,4,1,6,0,1,0,0,8,2,1,2,1,1,1,0,0,6,1,2,0
2355,2,2,1,2,0,1,0,1,4,1,1,5,1,0,0,1,0,3,0,9,0
2356,5,8,0,5,0,1,0,1,0,1,1,2,1,0,0,1,0,5,0,7,0
2357,3,0,0,4,0,1,0,1,0,3,1,9,1,0,0,1,0,5,0,7,0
2358,3,2,0,1,0,0,0,1,2,0,1,1,1,0,0,0,1,7,1,2,0
2359,2,0,1,0,0,0,2,0,4,2,2,1,1,0,0,1,0,3,0,9,1
2360,5,0,0,0,0,1,0,1,1,4,1,6,1,0,0,1,0,4,0,9,0
2361,3,0,0,0,0,1,0,1,0,1,2,1,1,0,0,1,0,5,0,7,0
2362,3,5,1,2,0,0,0,0,0,2,1,2,1,0,0,0,1,2,1,5,0
2363,4,1,2,0,0,2,1,0,0,3,1,7,1,0,0,0,1,2,1,5,0
2364,2,2,0,1,0,1,0,0,4,1,1,1,1,0,0,1,0,3,0,9,0
2365,3,0,1,5,0,1,0,0,0,3,1,1,1,0,0,0,1,2,1,5,0
2366,5,5,0,3,0,0,2,0,3,2,1,1,1,1,1,0,1,8,1,2,1
2367,4,5,0,2,0,1,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
2368,4,0,1,0,1,0,0,0,8,0,1,3,1,2,1,0,0,2,1,5,0
2369,3,5,1,3,0,0,0,0,5,1,1,2,1,0,0,1,0,5,0,9,0
2370,3,6,0,1,0,1,0,1,1,4,1,1,1,0,0,1,0,4,0,9,0
2371,5,10,0,2,0,1,0,0,2,0,1,1,1,1,1,0,0,3,1,8,0
2372,4,0,1,3,0,1,0,0,7,4,1,2,1,0,0,0,1,9,1,2,0
2373,2,2,1,2,0,0,2,0,5,3,1,3,0,1,2,0,1,7,1,4,1
2374,4,2,0,2,0,1,0,0,5,1,1,5,1,0,0,1,0,5,0,9,0
2375,2,5,0,1,0,0,0,1,0,0,1,2,1,0,0,1,0,5,0,7,0
2376,3,2,1,2,0,0,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
2377,3,2,1,2,0,0,0,0,5,4,1,2,1,0,0,1,0,5,0,9,0
2378,2,2,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,5,0,7,0
2379,5,0,0,5,1,0,0,1,0,3,1,3,1,0,0,1,0,5,0,7,0
2380,5,5,0,5,1,2,1,1,0,4,1,1,1,0,0,1,0,5,0,7,0
2381,2,0,1,3,0,0,0,0,0,0,1,3,1,1,1,0,1,2,1,5,0
2382,5,5,0,3,0,0,0,1,0,0,2,2,1,0,0,1,0,5,0,7,1
2383,2,2,0,2,0,0,0,0,0,2,2,1,1,0,0,0,1,2,1,5,1
2384,3,2,1,2,0,0,2,0,5,3,1,3,1,0,0,1,0,5,0,9,0
2385,4,9,0,5,0,1,0,0,5,2,1,1,1,0,0,1,0,5,0,9,0
2386,2,0,1,6,0,2,1,0,4,4,1,4,1,0,0,1,0,3,0,9,0
2387,2,5,2,3,0,1,0,0,8,0,1,1,1,1,1,0,0,2,1,5,0
2388,3,5,0,1,0,1,0,1,0,1,1,3,1,0,0,1,0,5,0,7,0
2389,4,5,0,2,1,1,0,1,1,4,1,1,1,0,0,1,0,4,0,9,0
2390,3,2,0,1,0,1,0,0,0,2,1,3,1,0,0,0,1,2,1,5,0
2391,3,2,0,2,0,0,0,0,5,4,1,3,1,0,0,1,0,5,0,9,0
2392,5,6,0,2,0,1,0,0,5,2,1,2,1,0,0,1,0,5,0,9,0
2393,5,8,0,0,0,0,0,0,4,3,1,1,1,0,0,1,0,3,0,9,0
2394,5,5,0,3,0,0,0,0,2,4,1,2,1,0,0,0,0,3,1,8,0
2395,3,5,1,3,0,1,0,0,5,2,1,1,1,0,0,1,0,5,0,9,0
2396,4,2,0,0,1,1,0,1,0,3,2,3,1,0,0,1,0,5,0,7,0
2397,3,0,2,5,0,1,0,0,8,0,1,5,1,0,0,0,0,2,1,5,0
2398,2,0,1,0,1,1,0,0,0,1,1,3,1,0,0,0,1,2,1,5,0
2399,3,2,1,1,0,1,0,0,5,0,1,1,1,0,0,1,0,5,0,9,0
2400,5,8,0,3,0,0,0,1,1,4,1,8,1,0,0,1,0,4,0,9,0
2401,2,2,1,1,1,0,0,0,4,0,1,2,1,0,0,1,0,3,0,9,0
2402,2,2,0,1,0,1,0,1,0,0,2,1,1,0,0,1,0,5,0,7,0
2403,4,2,2,1,0,0,0,0,3,4,1,1,1,1,1,0,1,8,1,2,0
2404,3,2,0,2,0,1,2,0,5,4,1,3,1,0,0,1,0,5,0,9,0
2405,3,0,0,4,0,1,0,1,1,4,1,1,1,0,0,1,0,4,0,9,0
2406,2,5,1,2,0,1,0,0,7,1,1,1,1,0,0,0,1,9,1,2,0
2407,5,3,0,1,0,1,0,0,3,2,1,1,1,2,1,0,0,5,1,1,0
2408,4,6,0,2,0,1,0,1,0,1,1,2,1,0,0,1,0,5,0,7,0
2409,3,2,0,2,0,0,2,0,3,4,1,2,1,0,0,0,1,8,1,2,0
2410,3,4,2,0,0,0,0,1,0,4,1,1,1,0,0,1,0,5,0,7,0
2411,3,0,1,1,0,1,0,0,4,2,1,6,1,0,0,1,0,3,0,9,0
2412,3,2,1,2,1,0,0,1,1,4,3,1,1,0,0,1,0,4,0,9,1
